Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
202152,Airplane,LAGUARDIA NY,> 1000 ft,B-737-400,Over 100,859,Engine Shut Down,11/23/2000 0:00,Caused damage,2,US AIRWAYS*,New York,Climb,None,FALSE,FALSE,"FLT 753. PILOT REPTD A HUNDRED BIRDS ON UNKN TYPE. #1 ENG WAS SHUT DOWN AND DIVERTED TO EWR. SLIGHT VIBRATION. A/C WAS OUT OF SVC FOR REPAIRS TO COWLING, FAN DUCT ACCOUSTIC PANEL. INGESTION. DENTED FAN BLADE #26 IN #1 ENG. HEAVY BLOOD STAINS ON L WINGTIP",Medium,No Cloud,Unknown bird - medium,N,"30,736","1,500",0,Yes
208159,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-80,Over 100,424,None,7/25/2001 0:00,Caused damage,2,AMERICAN AIRLINES,Texas,Landing Roll,None,FALSE,FALSE,102 CARCASSES FOUND. 1 LDG LIGHT ON NOSE GEAR WAS DAMAGED AND REPLACED.,Small,Some Cloud,Rock pigeon,Y,0,0,0,No
207601,Airplane,LAKEFRONT AIRPORT,< 1000 ft,C-500,Over 100,261,None,9/14/2001 0:00,No damage,2,BUSINESS,Louisiana,Approach,None,FALSE,FALSE,FLEW UNDER A VERY LARGE FLOCK OF BIRDS OVER APCH END OF RWY. NO DMG. JUST A LOT OF BIRD DROPPINGS ON WINDSCREEN.,Small,No Cloud,European starling,N,0,50,0,No
215953,Airplane,SEATTLE-TACOMA INTL,< 1000 ft,B-737-400,Over 100,806,Precautionary Landing,9/5/2002 0:00,No damage,2,ALASKA AIRLINES,Washington,Climb,None,TRUE,FALSE,"NOTAM WARNING. 26 BIRDS HIT THE A/C, FORCING AN EMERGENCY LDG. 77 BIRDS WERE FOUND DEAD ON RWY/TWY WITH GRASSHOPPERS IN THEIR STOMACHS. SAFETY AREAS COULD NOT BE THOROUGHLY INSPCTD DURING 14 MINUTE SHUTDOWN OF RWY 34L. NO DMG. A/C OUT OF SVC 40 MINS. PHOT",Small,Some Cloud,European starling,Y,0,50,0,Yes
219878,Airplane,NORFOLK INTL,< 1000 ft,CL-RJ100/200,Over 100,942,None,6/23/2003 0:00,No damage,2,COMAIR AIRLINES,Virginia,Approach,None,FALSE,FALSE,NO DMG REPTD.,Small,No Cloud,European starling,N,0,50,0,No
218432,Airplane,GUAYAQUIL/S BOLIVAR,< 1000 ft,A-300,Over 100,537,None,7/24/2003 0:00,No damage,2,AMERICAN AIRLINES,N/A,Take-off run,None,FALSE,FALSE,NO DMG. BIRD REMAINS ON F/O WINDSCREEN.,Small,No Cloud,Unknown bird - small,N,0,0,0,No
221697,Airplane,NEW CASTLE COUNTY,< 1000 ft,LEARJET-25,Over 100,227,Other,8/17/2003 0:00,Caused damage,2,BUSINESS,Delaware,Climb,None,TRUE,TRUE,,Small,No Cloud,European starling,N,"1,481,711",150,0,No
236635,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,A-320,Over 100,320,Other,3/1/2006 0:00,Caused damage,2,UNITED AIRLINES,DC,Approach,None,TRUE,FALSE,"WS ASSISTED IN CLEAN-UP OF 273 STARLINGS AND 1 BROWN-HEADED COWBIRD FROM RWY THRESHOLD. PHOTOS OF A/C TAKEN. BORESCOPED BOTH ENGS. FOUND DENTS AND NICKS IN STAGES 3-6. ALL WITHIN LIMITS. CLEANED RADOME, L WING, FLAPS, PYLON, GEAR AND LEADING EDGE FLAPS. R",Small,Some Cloud,European starling,Y,"1,483,141",100,0,No
207369,Airplane,ATLANTA INTL,< 1000 ft,DC-9-30,2 to 10,9,Aborted Take-off,1/6/2000 0:00,No damage,2,AIRTRAN AIRWAYS,Georgia,Take-off run,None,FALSE,FALSE,,Small,Some Cloud,Rock pigeon,N,0,0,0,No
204371,Airplane,ORLANDO SANFORD INTL AIRPORT,< 1000 ft,A-330,2 to 10,4,None,1/7/2000 0:00,No damage,2,AIRTOURS INTL,Florida,Landing Roll,None,FALSE,FALSE,FLT 057,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
201589,Airplane,ONTARIO INTL ARPT,< 1000 ft,A-320,2 to 10,3,None,1/8/2000 0:00,No damage,2,AMERICA WEST AIRLINES,California,Approach,None,FALSE,FALSE,"FLEW THRU A FLOCK OF ABOUT 30 BIRDS. INGESTED 1. REPTS DIFFER ON  ENG STRUCK, COULD BE #1 AND/OR #2.",Small,Some Cloud,Rock pigeon,N,0,200,0,No
205958,Airplane,CHICAGO O'HARE INTL ARPT,> 1000 ft,FOKKER F100,2 to 10,9,None,1/20/2000 0:00,Caused damage,2,AMERICAN AIRLINES,Illinois,Approach,None,FALSE,FALSE,"JUST OUTSIDE OF WILLT ON VISUAL APCH, WE FLEW THRU A FLOCK OF  GEESE. WE HIT AT LEAST 1, HEARD THE SOUND. RT WING SUFFERED  SIGNIFICANTLY MORE DMG THAN L WING. (L. SCHAFER, WS DID NOT KNOW  ABOUT THIS STRIKE). ALSO SAW EVIDENCE OF STRIKE AROUND THE R ENG",Large,No Cloud,Canada goose,N,0,"1,700",0,No
200220,Airplane,GROTON-NEW LONDON AR,< 1000 ft,C-421,2 to 10,2,None,1/30/2000 0:00,No damage,2,BUSINESS,Connecticut,Landing Roll,None,FALSE,FALSE,,Small,Overcast,Unknown bird - small,N,0,0,0,No
200219,Airplane,SPIRIT OF ST LOUIS,> 1000 ft,C-560,2 to 10,2,None,1/30/2000 0:00,No damage,2,EXECUTIVE JET AVIATION,Missouri,Approach,Snow,FALSE,FALSE,HIT FLAP,Small,Overcast,Unknown bird - small,N,0,"1,800",0,No
203756,Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,B-737-200,2 to 10,5,None,1/30/2000 0:00,No damage,2,US AIRWAYS*,Rhode Island,Approach,None,FALSE,FALSE,FLT 2634. PILOT STATED HE HEARD 3 SMALL HITS & DIDN'T BELIEVE  THERE WAS ANY DAMAGE.,Small,No Cloud,European starling,N,0,50,0,Yes
204061,Airplane,KANSAS CITY INTL,< 1000 ft,MD-80,2 to 10,5,None,2/1/2000 0:00,No damage,2,TRANS WORLD AIRLINES,Missouri,Approach,None,FALSE,FALSE,"BIRD ID BY DAN, WS MO. 3/17/00.  FLT 345",Large,Some Cloud,Snow goose,Y,0,500,0,No
202604,Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,2 to 10,9,None,2/11/2000 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Take-off run,None,FALSE,FALSE,FLT 138.,Small,No Cloud,Black-headed munia,Y,0,0,0,No
201044,Airplane,PHOENIX SKY HARBOR,< 1000 ft,B-737,2 to 10,9,None,2/12/2000 0:00,No damage,2,AMERICA WEST AIRLINES,Arizona,Landing Roll,None,FALSE,FALSE,5 BIRD REMOVED FROM RWY 8L/26R AT A-2 INSN,Small,Overcast,Rock pigeon,N,0,0,0,Yes
202254,Airplane,NASHVILLE INTL,< 1000 ft,B-737-400,2 to 10,5,None,2/18/2000 0:00,No damage,2,US AIRWAYS*,Tennessee,Climb,None,FALSE,FALSE,"SML, STARLING TYPE BIRDS HIT F/O WINDSHLD & UNDERSIDE OF RADOME",Small,Some Cloud,European starling,N,0,800,0,Yes
205346,Airplane,JIM HAMILTON L B OWENS ARPT,< 1000 ft,C-560,2 to 10,6,None,2/23/2000 0:00,Caused damage,2,BUSINESS,South Carolina,Climb,None,FALSE,FALSE,"LE RT WING DENTED, BASEBALL SIZE.",Small,Some Cloud,Rock pigeon,N,0,500,0,No
201610,Airplane,CHICAGO O'HARE INTL ARPT,> 1000 ft,B-737-300,2 to 10,7,None,2/25/2000 0:00,No damage,2,UNITED AIRLINES,Illinois,Climb,Fog,FALSE,FALSE,FLT 580 ORD-MBS,Medium,Overcast,Unknown bird - medium,N,0,"5,000",0,Yes
202454,Airplane,WASHINGTON DULLES INTL ARPT,> 1000 ft,B-737-200,2 to 10,7,Precautionary Landing,2/29/2000 0:00,No damage,2,DELTA AIR LINES,DC,Climb,None,FALSE,FALSE,FLT 2307 INGESTED A BIRD. SMELL OF BURNING IN COCKPIT.BIRD ID BY  WS BIOL.  ONE REPT SAYS BIRD WAS STUCK IN THE FLAP. A/C LEFT 2  HRS LATER AFTER INSPN.,Medium,No Cloud,Ring-billed gull,Y,0,"1,500",0,Yes
201013,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-737-400,2 to 10,4,None,2/29/2000 0:00,No damage,2,AIR TRANSAT,Florida,Landing Roll,None,FALSE,FALSE,FLT 522,Large,Some Cloud,Sandhill crane,Y,0,0,0,Yes
205771,Airplane,ABERDEEN REGIONAL AR,> 1000 ft,SAAB-340,2 to 10,8,None,3/4/2000 0:00,No damage,2,MESABA AIRLINES,South Dakota,Climb,None,FALSE,FALSE,HEARD 2 THUMPS. FOUND STRIKES ON POST FLT INSPN. TIME LOST 30  MINS.,Small,Some Cloud,Unknown bird - small,N,0,"2,000",0,No
202226,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,MD-82,2 to 10,5,None,3/6/2000 0:00,No damage,2,CONTINENTAL AIRLINES,New Jersey,Landing Roll,None,FALSE,FALSE,"# BIRDS STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,Y,0,0,0,No
204404,Airplane,ASPEN-PITKIN CO/SARD,< 1000 ft,HAWKER 800,2 to 10,3,None,3/6/2000 0:00,No damage,2,EXECUTIVE JET AVIATION,Colorado,Approach,None,FALSE,FALSE,"SAW SML FLOCK FLYING UPON LDG FLARE, ACROSS RWY. SMALL THUMP WAS  HEARD. FOUND REMAINS ON L NEG INTAKE NACELLE. IRD PARTS STREAKED  DOWN IN AND OUTSIDE OF ENG. ALSO ON MIDPOINT OF L FLAP. NO 2NDRY DMG.",Small,No Cloud,Unknown bird - small,N,"8,600",20,0,No
202138,Airplane,ROCHESTER INTL,< 1000 ft,FOKKER F28 MK 1000,2 to 10,4,Precautionary Landing,3/6/2000 0:00,No damage,2,AMERICAN AIRLINES,Minnesota,Climb,None,FALSE,FALSE,FLT 1788. ABOUT 20-30 BIRDS CROSSED FLT PATH JUST AFTER ROTATION  PRIOR TO GEAR RETRACT. NOTIFIED TWR OF INTENTION TO RET TO RST.  NO PROBLEMS OR DMG INDICATED. A LOUD HTUMP WAS HEARD OVERHEAD ON  FUSELAGE. POST FLT FOUND REMAINS ON UPPER FUSELAGE AFT OF,Small,No Cloud,Unknown bird - small,N,0,200,0,No
201983,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,B-757-200,2 to 10,4,None,3/7/2000 0:00,No damage,2,NORTHWEST AIRLINES,Minnesota,Approach,Rain,FALSE,FALSE,,Small,Overcast,Unknown bird - small,N,0,75,0,Yes
200247,Airplane,PUEBLO MEMORIAL ARPT,< 1000 ft,HAWKER 800,2 to 10,5,None,3/11/2000 0:00,No damage,2,BUSINESS,Colorado,Approach,None,FALSE,FALSE,PILOT SAW ABOUT 30 BIRDS WHILE FLARING OUT. HEARD A COUPLE OF  POPS. 1 DEAD MEADOWLARK WAS FOUND ON RWY.,Small,No Cloud,Western meadowlark,N,0,10,0,No
201387,Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,EMB-135,2 to 10,5,None,3/13/2000 0:00,No damage,2,CONTINENTAL AIRLINES,New York,Climb,None,FALSE,FALSE,2 BIRD HIT. CONTD TO KCLE. UNKN WHAT PART WAS STRUCK.,Medium,No Cloud,Ring-billed gull,Y,0,10,0,No
200542,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,> 1000 ft,DC-9-40,2 to 10,6,None,3/13/2000 0:00,No damage,2,ABX AIR,Alabama,Descent,None,FALSE,FALSE,HIT BIRDS BETWEEN 4000-6000 FT DURING DESCENT. FOUND 3 DIFFERENT  BLOOD STAINS ON RT WING AND FEATHERS ON #2 ENG INTAKE AND ON  STARTER.INSPN FOUND NO DMG.  (REPORTS DIFFER AS TO DATE OF STRIKE  3/13 OR 3/14),Small,No Cloud,Unknown bird - small,N,0,"5,000",0,No
202076,Airplane,ATLANTA INTL,< 1000 ft,DC-9-30,2 to 10,8,None,3/14/2000 0:00,No damage,2,AIRTRAN AIRWAYS,Georgia,Approach,None,FALSE,FALSE,"BIRDS HIT BOTH MAIN GEAR, L WING & LWR FUSELAGE. DEBRIS FROM L  WING ENTERED #1 ENG BUT NO ABNORMAL INDICATIONS NOTED.",Medium,No Cloud,Mallard,N,0,"1,000",0,No
204836,Airplane,LAGUARDIA NY,> 1000 ft,B-727-200,2 to 10,10,None,3/15/2000 0:00,Caused damage,3,DELTA AIR LINES,New York,Approach,None,FALSE,FALSE,"SAW FLASH IN LIGHTS ON RT SIDE, FOLLOWED BY LOUD THUMP. ALL A/C INDICATIONS NORMAL. DAMAGE FOUND ON POST FLT INSPN. TO RT OTBD LIGHTS, WING, FUSELAGE AND ANTENNA.",Medium,No Cloud,Unknown bird - medium,N,0,"1,300",0,No
203390,Airplane,TAHITI FAAA,< 1000 ft,DC-10-30,2 to 10,7,None,3/15/2000 0:00,Caused damage,3,HAWAIIAN AIR,N/A,Landing Roll,None,FALSE,FALSE,SEABIRD HIT F/O WINDSHLD AS NOSE CONTACTED RWY. ALSO F/O WIP. UNSEEN BIRDS STRUCK & DESTROYED UPPER ROTATING BEACON. #2 ENG ALSO INGESTED FOD CAUSING BLADE DAMAGE.,Medium,Some Cloud,Unknown bird - medium,N,0,0,0,Yes
203936,Airplane,ORLANDO INTL,< 1000 ft,SAAB-340,2 to 10,9,Aborted Take-off,3/18/2000 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Florida,Take-off run,None,FALSE,FALSE,"(BIRD REPTD AS GULL, ASSUME RING-BILLED BASED ON ARPT REPT)",Medium,Some Cloud,Ring-billed gull,Y,0,0,0,No
203938,Airplane,MYRTLE BEACH INTL,< 1000 ft,B-737,2 to 10,8,None,3/22/2000 0:00,Caused damage,2,US AIRWAYS*,South Carolina,Landing Roll,None,TRUE,FALSE,FLT 2151. PILOT REPTD BIRD STRIKE AFTER LDG. BIRDS WERE IDENTIFIED AS TURKEY VULTURES AFTER RWY CHECK.,Large,Some Cloud,Turkey vulture,N,0,0,0,Yes
200130,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,DC-9-10,2 to 10,5,Engine Shut Down,3/23/2000 0:00,Caused damage,2,NORTHWEST AIRLINES,Minnesota,Climb,None,FALSE,FALSE,"FLT 1493 STATED HE FLEW THRU A FLOCK OF ABOUT 50 TRUMPETER SWANS. OCCURRED OVER ARPT PROPERTY. ENG REPLACED. INGESTION. PREC. LDG. BENT BLADES, TEMP INCREASED. HIT INLET FIRST. RETD TO LAND",Large,Overcast,Tundra swan,Y,"35,146",800,0,No
201705,Airplane,LAFAYETTE REGIONAL (LA),< 1000 ft,SAAB-340,2 to 10,3,None,3/23/2000 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Louisiana,Climb,None,FALSE,FALSE,FOUND REMAINS OF 2 BIRDS. TIME OUT OF SVC 0.5 HRS,Small,No Cloud,Unknown bird - small,Y,0,"1,000",0,No
201770,Airplane,CLEVELAND-HOPKINS INTL ARPT,> 1000 ft,EMB-145,2 to 10,6,None,3/25/2000 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,None,FALSE,FALSE,NO KNOWN DMG,Small,No Cloud,Unknown bird - small,N,0,"1,500",0,No
201506,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,B-737-300,2 to 10,10,None,4/1/2000 0:00,No damage,2,US AIRWAYS*,DC,Approach,None,FALSE,FALSE,"# BIRDS STRUCK NOT REPT, ASSUME 2-10, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,N,0,"1,000",0,Yes
201524,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-747-1/200,2 to 10,9,None,4/2/2000 0:00,No damage,4,NORTHWEST AIRLINES,California,Take-off run,None,FALSE,FALSE,UNKNOWN WHERE BIRD HIT ON A/C. UNKN IF DMG. NO DMG REPTD,Small,No Cloud,Unknown bird - small,Y,0,0,0,No
207027,Airplane,CENTRAL WISCONSIN ARPT,< 1000 ft,SAAB-340,2 to 10,2,None,4/4/2000 0:00,No damage,2,MESABA AIRLINES,Wisconsin,Approach,None,FALSE,FALSE,"AT 30-50 FT AGL, ABOVE RWY THRESHOLD, ABOUT 50 SPARROW-SIZED BIRDS BECAME AIRBORNE AND REMAINED IN OUR FLT PATH. FEATHERS FOUND AROUND RT ENG INTAKE.",Small,Some Cloud,Unknown bird - small,N,0,50,0,No
4064,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,10,None,4/6/2000 0:00,No damage,,MILITARY,Louisiana,Approach,None,FALSE,FALSE,A bird struck the left inboard flap and one was ingested into the #7 engine intake.,Medium,No Cloud,Unknown bird or bat,Y,0,"1,000",0,No
202816,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9,2 to 10,4,None,4/8/2000 0:00,Caused damage,2,US AIRWAYS*,Michigan,Climb,None,FALSE,FALSE,CAPT SAW BIRD ON RWY DURING ROTATION. ABOUT 10 WERE 20 FT AGL THEN THEY FLEW RIGHT INTO THE A/C. DMG TO WING AND NOSE GEAR LIGHT.,Medium,Some Cloud,Unknown bird - medium,N,0,100,0,No
200828,Airplane,MYRTLE BEACH INTL,< 1000 ft,DC-9,2 to 10,10,None,4/9/2000 0:00,No damage,2,AIRTRAN AIRWAYS,South Carolina,Climb,None,FALSE,FALSE,PILOT REPTD POSSIBLE BIRD STRIKE ON DEPTR. NO PROBLEMS REPTD. CONTD FLT TO ATL. FOUND 3 BIRDS ON RWY. FLT 683,Small,No Cloud,Unknown bird - small,N,0,100,0,No
203262,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-500,2 to 10,10,None,4/12/2000 0:00,No damage,2,UNITED AIRLINES,California,Approach,None,FALSE,FALSE,"FLT 2215. LOUD NOISE & SLIGHT VIBRATION FELT WHEN FLAP HANDLE IS MOVED INTO EACH DETENT. INSPN CLEANED BLOOD & FEATHER SMEARS ON NOSE WHEEL WELL AREA IN INBD LHS OF #1 FAN COWL AND LEADING EDGE. COST WAS FOR LABOR, NOT DAMAGE REPAIRS.",Small,Some Cloud,Killdeer,Y,"1,336",50,0,Yes
200681,Airplane,TOLEDO EXPRESS ARPT,< 1000 ft,CL-RJ100/200,2 to 10,3,Other,4/13/2000 0:00,Caused damage,2,COMAIR AIRLINES,Ohio,Landing Roll,None,FALSE,FALSE,DMGD FLAP CAUSED DEPTR TO BE CANCELLED. POSSIBLE ENG DMG. FLAP AND RIVET BENT.,Large,Some Cloud,Canada goose,N,"10,691",0,0,No
202210,Airplane,METRO OAKLAND INTL,< 1000 ft,B-737-700,2 to 10,2,None,4/16/2000 0:00,No damage,2,ALOHA AIRLINES,California,Landing Roll,None,FALSE,FALSE,"ENG PARAMETERS NORMAL, BUT NEEDS INSPN. COST WAS FOR INSPN",Small,Some Cloud,Western sandpiper,Y,"1,069",0,0,Yes
202062,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,B-757-200,2 to 10,2,None,4/21/2000 0:00,No damage,2,DELTA AIR LINES,Alabama,Approach,None,FALSE,FALSE,"3-5 SWALLOWS OR SML BLACK BIRDS ON FINAL APCH WERE FLOWN THRU. 1 HIT CO/P WINDOW, SIDE SLIDING, ANOTHER MAY HAVE HIT RT WING.",Small,No Cloud,Unknown bird - small,N,0,500,0,Yes
200155,Airplane,BEVERLY MUNICIPAL ARPT,< 1000 ft,C-560,2 to 10,8,Aborted Take-off,4/25/2000 0:00,No damage,2,BUSINESS,Massachusetts,Take-off run,None,FALSE,FALSE,3 BIRDS STRUCK.,Large,Some Cloud,Wild turkey,N,0,0,0,No
202836,Airplane,TED STEVENS ANCHORAGE INTL,> 1000 ft,B-747-400,2 to 10,8,None,4/26/2000 0:00,Caused damage,4,ATLAS AIR,Alaska,Descent,None,FALSE,FALSE,HIT 3 OUT OF 20 GEESE. FELT AND SAW STRIKES. VERY MINOR DENTS IN IMPACT AREAS.,Large,No Cloud,Canada goose,Y,0,"3,500",0,No
204057,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,FOKKER F100,2 to 10,6,None,4/28/2000 0:00,No damage,2,US AIRWAYS*,North Carolina,Approach,Rain,FALSE,FALSE,FOG AND RAIN. FLT 534.,Small,Overcast,Unknown bird - small,N,0,"1,000",0,No
201230,Airplane,TED STEVENS ANCHORAGE INTL,< 1000 ft,B-757-200,2 to 10,3,None,4/29/2000 0:00,No damage,2,DELTA AIR LINES,Alaska,Approach,None,FALSE,FALSE,SOME BIRDS INGESTED IN #2 ENG.,Small,Overcast,Lapland longspur,Y,0,30,0,Yes
205954,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,> 1000 ft,CL-RJ100/200,2 to 10,10,None,4/30/2000 0:00,No damage,2,COMAIR AIRLINES,Kentucky,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,Y,0,"2,000",0,No
201585,Airplane,GREATER PEORIA REGIONAL ARPT,> 1000 ft,BE-58  BARON,2 to 10,2,None,5/3/2000 0:00,No damage,2,PRIVATELY OWNED,Illinois,Approach,None,FALSE,FALSE,"OUTSIDE L ENG. 2 SML BIRDS HIT. 1 ON WINDSHLD, OTHER ON COWLING OUTSIDE L ENG.",Small,No Cloud,Unknown bird - small,N,0,"1,800",0,No
201990,Airplane,INDIANAPOLIS INTL,< 1000 ft,DC-9-30,2 to 10,5,None,5/3/2000 0:00,No damage,2,US AIRWAYS*,Indiana,Landing Roll,None,FALSE,FALSE,"PILOT SAID HE HIT 1 BIRD, 2 WERE FOUND ON RWY. 500 FT FROM APCH OF TWY14.",Small,No Cloud,European starling,N,0,0,0,No
202887,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-500,2 to 10,7,None,5/4/2000 0:00,No damage,2,UNITED AIRLINES,California,Landing Roll,None,FALSE,FALSE,FLT 2267 BIRD HIT LHS A/.C FOUND STRKE ON LT KRUER FLAP. (DATA ENTRY NOTE: 5200-7 FORM HAD RADOME MARKED),Small,Some Cloud,Unknown bird - small,N,0,0,0,Yes
200068,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,B-767-300,2 to 10,5,None,5/9/2000 0:00,No damage,2,UPS AIRLINES,Kentucky,Approach,None,FALSE,FALSE,POSSIBLY A STARLING. LOCAL NOTAM WARNING.,Small,Overcast,Unknown bird - small,Y,0,75,0,Yes
209758,Airplane,PORTLAND INTL (OR),< 1000 ft,DC-10,2 to 10,3,None,5/10/2000 0:00,No damage,3,FEDEX EXPRESS,Oregon,Landing Roll,None,FALSE,FALSE,BIRDS HIT WINDSHLD & ENG COWLING.,Medium,Overcast,Mallard,Y,0,0,0,No
200785,Airplane,STEWART INTL AIRPORT,< 1000 ft,FOKKER F100,2 to 10,4,None,5/13/2000 0:00,No damage,2,AMERICAN AIRLINES,New York,Climb,None,FALSE,FALSE,APPROX 5 BIRDS KILLED. FLT 1687.,Medium,Some Cloud,Herring gull,N,0,50,0,No
201283,Airplane,LOS ANGELES INTL,< 1000 ft,SAAB-340,2 to 10,7,Aborted Take-off,5/15/2000 0:00,Caused damage,2,AMERICAN EAGLE AIRLINES,California,Take-off run,None,FALSE,FALSE,"FLT 103. BIRD STRUCK NOSE CONE, BLOOD OVER WINDSHLD. OTHER BIRD WAS INGESTED. ENG RAN BOUT 50 DEGREES HOTTER. FLT TO SAN WAS CANCELLED. ENG WAS CHANGED FOR FOD CONTAMINATION. (ENG MANU REPTS NO FAN BLADE DMG)",Small,Some Cloud,Rock pigeon,N,"801,820",0,0,No
7379,Airplane,BARKSDALE AIR FORCE BASE ARPT,> 1000 ft,B-52H,2 to 10,9,None,5/18/2000 0:00,No damage,,MILITARY,Louisiana,Approach,None,TRUE,TRUE,Birdstrike on #1 main landing gear and above the #5 engine.,Small,No Cloud,Cape May warbler,Y,0,"1,200",0,No
200893,Airplane,BURKE LAKEFRONT,< 1000 ft,PA-31 NAVAJO,2 to 10,10,None,5/19/2000 0:00,No damage,2,BUSINESS,Ohio,Landing Roll,Rain,FALSE,FALSE,BOTH RING-BILLED & HERRING GULLS REPTD. WET SURFACE ON RWY FROM RAINSTORM.,Medium,Overcast,Herring gull,Y,0,0,0,No
203391,Airplane,PHILADELPHIA INTL,< 1000 ft,FOKKER F100,2 to 10,3,None,5/23/2000 0:00,No damage,2,AMERICAN AIRLINES,Pennsylvania,Approach,None,FALSE,FALSE,ATIS WARNING.,Medium,Overcast,Unknown bird - medium,Y,0,850,0,No
207700,Airplane,METRO OAKLAND INTL,< 1000 ft,B-737-300,2 to 10,7,None,5/28/2000 0:00,No damage,2,UNITED AIRLINES,California,Climb,None,FALSE,FALSE,"FLT 2539 REPTD STRIKING A FEW BIRDS ON T/O. ""BLOOD ON THE GLASS"" FOUND 1 ROCK DOVE AT 1500' DWON RWY. BIRD WAS IN 4 PARTS. AIRLINE REPT STATED BIRD HIT INIVICINTY OF LT WING. MAINT CLEANED AREA & LE LFAPS WORK NORMAL.",Small,Some Cloud,Rock pigeon,Y,0,30,0,Yes
201771,Airplane,CAPITAL CITY (MI),< 1000 ft,SAAB-340,2 to 10,7,None,5/29/2000 0:00,No damage,2,CHAUTAUQUA AIRLINES,Michigan,Take-off run,None,FALSE,FALSE,,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
203389,Airplane,CAPITAL (BEIJING),< 1000 ft,B-727,2 to 10,4,None,5/29/2000 0:00,No damage,3,DELTA AIR LINES,N/A,Approach,None,FALSE,FALSE,FLT 890,Small,No Cloud,Unknown bird - small,Y,0,300,0,No
203333,Airplane,PEASE INTL TRADEPORT,< 1000 ft,C-172,2 to 10,3,Precautionary Landing,5/30/2000 0:00,Caused damage,1,PRIVATELY OWNED,New Hampshire,Climb,None,FALSE,FALSE,BLACKBIRDS OR CROWS. 2 SLIGHT DENTS I BOTTOM SURFACE OF WING JUST OTBD OF STRUT. BIRD ID BY WS BIOL,Medium,Some Cloud,American crow,Y,0,"1,000",0,No
202886,Airplane,SAVANNAH INTL,< 1000 ft,EMB-145,2 to 10,2,None,6/1/2000 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Georgia,Take-off run,Fog,FALSE,FALSE,,Small,Overcast,Unknown bird - small,Y,0,0,0,No
201053,Airplane,PHILADELPHIA INTL,< 1000 ft,A-320,2 to 10,10,None,6/3/2000 0:00,No damage,2,AMERICA WEST AIRLINES,Pennsylvania,Approach,None,FALSE,FALSE,2 birds,Small,No Cloud,Unknown bird - small,N,0,500,0,No
203804,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,BA-31 JETSTR,2 to 10,9,None,6/6/2000 0:00,No damage,2,ATLANTIC COAST AIRLINES,DC,Approach,None,FALSE,FALSE,"FLT 7189. REMAINS FOUND ON FUSELAGE, PROP AND INTAKE.",Small,No Cloud,Unknown bird - small,N,0,150,0,No
202701,Airplane,BURKE LAKEFRONT,< 1000 ft,LEARJET-35,2 to 10,3,None,6/6/2000 0:00,No damage,2,BUSINESS,Ohio,Landing Roll,None,FALSE,FALSE,2 BIRDS KILLED.,Medium,Some Cloud,Ring-billed gull,Y,0,0,0,No
