Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
204994,Airplane,SANTO DOMINGO/LAS AM,< 1000 ft,B-727,2 to 10,5,None,10/14/2000 0:00,Caused damage,3,AMERICAN AIRLINES,N/A,Climb,None,FALSE,FALSE,WHITE BIRDS MADE SMALL DENTS AT IMPACT SITES.,Medium,No Cloud,Unknown bird - medium,N,0,10,0,No
208027,Airplane,ALBANY INTL,< 1000 ft,B-737-700,2 to 10,5,Precautionary Landing,10/15/2000 0:00,Caused damage,2,SOUTHWEST AIRLINES,New York,Take-off run,None,FALSE,FALSE,"INGESTION. FLT 1000. CAPT ALLEGES AT ROTATION ABOUT 5-9 GULLS FLEW UP AND 2-3 WERE HIT.  BIRDS INGESTED IN BOTH ENGS. BOTH DISPATCH & MX RECOMMENDED A RETURN TO ALB. A/C GROUNDED OVERNIGHT AND TOOK OFF AFTER BEING CHECKED OUT, TO A MAINT AREA FOR FURTHER",Medium,No Cloud,Herring gull,N,0,0,0,Yes
200477,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,> 1000 ft,B-767-400,2 to 10,9,None,10/15/2000 0:00,Caused damage,2,DELTA AIR LINES,Florida,Approach,None,FALSE,FALSE,3 STRIKES TO L LE SLATS. REQD TEMP REPAIR FOR RETURN TRIP TO ATL. FLT 1127. SHIP # 1804. DENTED #4 INBD SLAT & OTBD ON L WING.,Medium,No Cloud,Unknown bird - medium,N,0,"1,500",0,Yes
205270,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,DA-10 FALCON,2 to 10,6,None,10/16/2000 0:00,No damage,2,BUSINESS,Kentucky,Approach,Fog,FALSE,FALSE,SMEAR ON WINDSHLD. HIT 2,Small,Overcast,European starling,N,0,200,0,No
206599,Airplane,LOGAN INTL,< 1000 ft,SAAB-340,2 to 10,5,Aborted Take-off,10/16/2000 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Massachusetts,Take-off run,Rain,FALSE,FALSE,,Small,Overcast,Rock pigeon,Y,0,0,0,No
204605,Airplane,PALM BEACH INTL,> 1000 ft,B-757-200,2 to 10,6,None,10/19/2000 0:00,No damage,2,DELTA AIR LINES,Florida,Climb,None,FALSE,FALSE,BIRD HIT CAPT WINDSCREEN. NO VIZ DMG,Medium,No Cloud,Unknown bird - medium,N,0,"3,400",0,Yes
209019,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,EMB-145,2 to 10,3,None,10/20/2000 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,None,FALSE,FALSE,2219Z,Small,Overcast,Unknown bird - small,N,0,250,0,No
203507,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,> 1000 ft,DHC8 DASH 8,2 to 10,4,None,10/22/2000 0:00,No damage,2,CCAIR,North Carolina,Approach,None,FALSE,FALSE,FLT 5031,Medium,No Cloud,Unknown bird - medium,Y,0,"2,000",0,No
206675,Airplane,SACRAMENTO INTL,< 1000 ft,C-208,2 to 10,2,Precautionary Landing,10/24/2000 0:00,No damage,1,BUSINESS,California,Climb,None,FALSE,FALSE,"BIRDS HAD BLACK WING, WHITE BELLY. HIT 3 OF 7 BIG BIRD DIRECTLY INTO PROP. APPEARS TO BE NO DMG. 30 MINUTES OUT OF SERVICE. ASSUME SNOW GEESE FROM DESCRIPTION.",Large,No Cloud,Snow goose,N,0,"1,000",0,No
208274,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-300,2 to 10,4,None,10/25/2000 0:00,No damage,2,ASTAR AIR CARGO,New York,Take-off run,None,FALSE,FALSE,"CAPT REPTD STRIKING 2, ARPT OPS REPTD 1. BIRD ID BY WILDLF BIOL.",Medium,No Cloud,Herring gull,N,0,0,0,No
205535,Airplane,MEMPHIS INTL,< 1000 ft,B-727,2 to 10,3,None,10/30/2000 0:00,No damage,3,DELTA AIR LINES,Tennessee,Climb,None,FALSE,FALSE,ATIS WARNING,Small,Overcast,Unknown bird - small,Y,0,50,0,No
204007,Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,CL-RJ100/200,2 to 10,2,None,10/31/2000 0:00,No damage,2,COMAIR AIRLINES,New York,Take-off run,None,FALSE,FALSE,FLT 688. ARPT OPERATOR NOTIFIED,Small,No Cloud,Unknown bird - small,N,0,0,0,No
203497,Airplane,PEASE INTL TRADEPORT,< 1000 ft,BA-31 JETSTR,2 to 10,8,Precautionary Landing,11/1/2000 0:00,No damage,2,BUSINESS,New Hampshire,Take-off run,None,FALSE,FALSE,HIT #2 ENG COWL. 3 BIRDS HIT. NO BIRDS FOUND ON RWY SWEEP. BIRD ID BY WS BIOL,Small,Some Cloud,American kestrel,Y,0,0,0,No
204236,Airplane,CLEVELAND-HOPKINS INTL ARPT,> 1000 ft,EMB-145,2 to 10,9,None,11/2/2000 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,None,FALSE,FALSE,NO APPARENT DMG,Small,Some Cloud,Unknown bird - small,N,0,"3,500",0,No
205876,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,IAI-1124,2 to 10,8,None,11/5/2000 0:00,No damage,2,BUSINESS,Alabama,Take-off run,None,FALSE,FALSE,"ATIS WARNING. BIRD REPTD AS DOVE, ASSUME MOURNING DOVE FROM LOCATION.",Small,Overcast,Mourning dove,Y,0,0,0,No
204191,Airplane,SACRAMENTO INTL,> 1000 ft,EMB-120,2 to 10,9,None,11/5/2000 0:00,Caused damage,2,SKYWEST AIRLINES,California,Approach,None,FALSE,FALSE,"FLT 5357 HIT BIRDS ON FINAL. DMG TO RT WING BOOT, PUNCTURED. ANOTHER BIRD HIT L ENG PROP, NO DMG.",Medium,No Cloud,Unknown bird - medium,Y,0,"2,000",0,No
204441,Airplane,PHILADELPHIA INTL,> 1000 ft,A-319,2 to 10,7,None,11/6/2000 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Approach,None,FALSE,FALSE,POSSIBLY GULLS.,Small,No Cloud,Unknown bird - small,N,0,"4,000",0,No
206406,Airplane,ATLANTA INTL,< 1000 ft,B-737-300,2 to 10,4,None,11/7/2000 0:00,No damage,2,CONTINENTAL AIRLINES,Georgia,Approach,Rain,FALSE,FALSE,FOG AND RAIN.,Large,Overcast,Unknown bird - large,N,0,50,0,Yes
203254,Airplane,AUSTIN STRAUBEL INTL,< 1000 ft,DC-9,2 to 10,6,None,11/7/2000 0:00,No damage,2,NORTHWEST AIRLINES,Wisconsin,Take-off run,Rain,FALSE,FALSE,DMG UNKN. FOG AND RAIN.,Small,Overcast,Unknown bird - small,N,0,0,0,No
206018,Airplane,DES MOINES INTL,> 1000 ft,PA-31T CHEYENNE II,2 to 10,8,None,11/8/2000 0:00,Caused damage,2,GOVERNMENT,Iowa,Descent,None,FALSE,FALSE,"DAMAGED L WING, DE-ICE BOOT, & L ENG AIR INTAKE.  BIRD WAS WEDGED IN AIR INTAKE. SEVERE VIBRATION IN L ENG. CLAMP FOR PROPS WERE BENT. GOVERNOR OF NEBRASKA WAS ON BOARD. BIRDS ID BY WS BIOL.",Medium,Overcast,Mallard,Y,"56,127","9,000",0,No
208957,Airplane,WAUKEGAN REGIONAL ARPT,< 1000 ft,DA-50 FALCON,2 to 10,9,None,11/8/2000 0:00,No damage,3,BUSINESS,Illinois,Take-off run,None,FALSE,FALSE,NO KNOWN DMG,Small,No Cloud,Unknown bird - small,N,0,0,0,No
200641,Airplane,DENVER INTL AIRPORT,< 1000 ft,B-737-200,2 to 10,6,None,11/11/2000 0:00,No damage,2,FRONTIER AIRLINES,Colorado,Approach,Fog,FALSE,FALSE,SML BLACK BIRDS.,Small,Overcast,Unknown bird - small,N,0,20,0,Yes
206414,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,RKWLTRBO 690,2 to 10,6,None,11/12/2000 0:00,No damage,2,BUSINESS,Alabama,Climb,None,FALSE,FALSE,"BIRD REPTD AS DOVE, ASSUME MOURNING DOVE FROM LOCATION.",Small,No Cloud,Mourning dove,Y,0,50,0,No
205559,Airplane,LOGAN INTL,< 1000 ft,B-737-400,2 to 10,4,None,11/12/2000 0:00,No damage,2,US AIRWAYS*,Massachusetts,Landing Roll,None,FALSE,FALSE,FLT 836. BIRDS FLEW ACROSS PATH OF A/C. HIT RADOME BOUNCED OFF WINDSHLD.,Small,No Cloud,European starling,N,0,0,0,Yes
208033,Airplane,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,SAAB-340,2 to 10,3,Precautionary Landing,11/13/2000 0:00,Caused damage,2,MESABA AIRLINES,Minnesota,Climb,Snow,FALSE,FALSE,"JUST ENTERING CLOUD BASES, STRUCK UNKN # OF BIRDS, LIKELY GEESE. ONE HIT CAPT WINDSHLD, BENDING WIPER OUT OF POSITION. F/O FLEW RET TO ARPT. LANDING LITE BROKEN. STRIKES ON R WNG OTBD OF ENG AND UNDERSIDE OF A/C.",Large,Overcast,Unknown bird - large,N,0,"1,800",0,No
5401,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,5,None,11/13/2000 0:00,No damage,,MILITARY,Louisiana,Approach,None,TRUE,TRUE,"Bird impacted between the #7 and #8 engine with some remains injested in the #7 engine.  Borescope revealed no damage. The right teardrop radome replaced due to damage($5896.34)
                labor  $  16.00
                Cost   $5902.34",Small,No Cloud,American pipit,Y,"7,879",500,0,No
203050,Airplane,LOGAN INTL,< 1000 ft,MD-80,2 to 10,4,None,11/15/2000 0:00,No damage,2,US AIRWAYS*,Massachusetts,Climb,None,FALSE,FALSE,ATIS WARNING,Small,No Cloud,Unknown bird - small,Y,0,100,0,No
208821,Airplane,LAGUARDIA NY,< 1000 ft,B-727,2 to 10,4,None,11/16/2000 0:00,No damage,3,DELTA AIR LINES,New York,Climb,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,N,0,400,0,No
202477,Airplane,PALM BEACH INTL,< 1000 ft,B-767-300,2 to 10,4,Precautionary Landing,11/16/2000 0:00,Caused damage,2,DELTA AIR LINES,Florida,Climb,None,FALSE,FALSE,"ATIS WARNING.JUST AFTER LIFTOFF, HIT LRG FLOCK OF VERY LRG BIRDS. FELT VIBRATION. CLIMBED TO 3000 FT AND REDUCED L ENG TO IDLE. DECLARED EMERG.  EXTENSIVE DMG TO FAN BLADES & ACCOUSTIC LINING. ENG CONTD RUNNING AT IDLE UNTIL LDG.",Large,No Cloud,Turkey vulture,Y,0,400,0,Yes
206885,Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,A-319,2 to 10,9,None,11/19/2000 0:00,No damage,2,US AIRWAYS*,DC,Approach,None,FALSE,FALSE,FLT 1704,Small,Overcast,Mourning dove,Y,0,25,0,No
205078,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-300,2 to 10,3,None,11/24/2000 0:00,No damage,2,UNITED AIRLINES,California,Landing Roll,None,FALSE,FALSE,STARLING/KILLDEER. FLT 2350,Small,Overcast,Unknown bird - small,N,0,0,0,Yes
4978,Airplane,CHARLESTON AFB/INTL ARPT,> 1000 ft,C-17A,2 to 10,8,None,11/29/2000 0:00,No damage,,MILITARY,South Carolina,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,"1,600",0,No
208354,Airplane,JOHN F KENNEDY INTL,< 1000 ft,B-757-200,2 to 10,8,Aborted Take-off,12/1/2000 0:00,No damage,2,NATIONAL AIRLINES,New York,Take-off run,None,FALSE,FALSE,FLT 14. BLOOD STAINS ON RADOME AND L FUSELAGE. FOUND 1 CARCASS ON RWY. BIRD ID BY WILDLF BIOL.,Small,No Cloud,Snow bunting,N,0,0,0,Yes
205670,Airplane,LOVELL FIELD ARPT,< 1000 ft,C-560,2 to 10,5,None,12/5/2000 0:00,No damage,2,BUSINESS,Tennessee,Climb,None,FALSE,FALSE,,Medium,Some Cloud,Unknown bird - medium,N,0,30,0,No
200949,Airplane,JAMES M COX DAYTON INTL,< 1000 ft,FOKKER F100,2 to 10,5,None,12/9/2000 0:00,No damage,2,AMERICAN AIRLINES,Ohio,Landing Roll,None,FALSE,FALSE,"JUST AFTER T/D, A LGR FLOCK OF BIRD WERE FLOWN THRU. A NUMBER WERE STRUCK/INGESTED. NO APPARENT DMG AT THE TIME.",Medium,No Cloud,Unknown bird - medium,N,0,0,0,No
4964,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,2,Precautionary Landing,12/12/2000 0:00,Caused damage,,MILITARY,Louisiana,Climb,None,TRUE,TRUE,Post flight borescope of the #2 engine revealed damage NRTS. (Engine exchange cost $342747.00 plus $128 labor).  Additional strikes to the #4 flap and left wing leading edge caused no damage.,Medium,No Cloud,Gadwall,Y,"458,207",500,0,No
205109,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,CL-RJ100/200,2 to 10,5,Precautionary Landing,12/13/2000 0:00,Caused damage,2,COMAIR AIRLINES,Kentucky,Climb,Rain,FALSE,FALSE,DMG TO NOSE GEAR. FLT 957,Medium,Overcast,Unknown bird - medium,N,0,400,0,No
205904,Airplane,VANCOUVER INTL,< 1000 ft,B-737-400,2 to 10,7,None,12/14/2000 0:00,Caused damage,2,ALASKA AIRLINES,British Columbia,Approach,Snow,FALSE,FALSE,SNOW PLOW PROBABLY DISTURBED GEESE CAUSING THEM TO TAKE FLT. MOST DAMAGE WAS LE OF HORIZ STABL. BIRDS WERE ID'S BY ARPT OPS. POSITIVE ID. LDG LITES WERE DAMAGED. SUBSTNL DMG TO TAIL.,Large,Some Cloud,Snow goose,N,0,50,0,Yes
209896,Airplane,LEHIGH VALLEY INTL,< 1000 ft,CL-RJ100/200,2 to 10,2,None,12/24/2000 0:00,No damage,2,COMAIR AIRLINES,Pennsylvania,Landing Roll,None,FALSE,FALSE,"BIRD REPTD AS GOOSE, ASSUME CAGO.",Large,Some Cloud,Canada goose,N,0,0,0,No
203784,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,SAAB-340,2 to 10,7,None,12/25/2000 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Rain,FALSE,FALSE,FLT 682 REPTD A BIRD STRIKE. BIRDID BY WILDF ECOL,Medium,Overcast,Ring-billed gull,N,0,0,0,No
209050,Airplane,PUERTO VALLARTA,< 1000 ft,MD-82,2 to 10,5,None,12/26/2000 0:00,No damage,2,ALASKA AIRLINES,N/A,Approach,None,FALSE,FALSE,HIT 2 BIRDS,Medium,No Cloud,Unknown bird - medium,N,0,500,0,No
201316,Airplane,ALBUQUERQUE INTL,< 1000 ft,CL-RJ100/200,2 to 10,9,None,12/29/2000 0:00,No damage,2,SKYWEST AIRLINES,New Mexico,Climb,None,FALSE,FALSE,HIT 4,Small,No Cloud,Unknown bird - small,N,0,20,0,No
204637,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,DC-9-30,2 to 10,8,None,1/2/2001 0:00,No damage,2,US AIRWAYS*,New Jersey,Take-off run,None,FALSE,FALSE,2 BIRDS HIT RHS RADOME. FLT 1267,Small,No Cloud,Unknown bird - small,N,0,0,0,No
207692,Airplane,MIAMI INTL,< 1000 ft,B-757-200,2 to 10,2,Engine Shut Down,1/5/2001 0:00,Caused damage,2,AVIANCA,Florida,Climb,None,FALSE,FALSE,ATIS WARNING. ENCOUNTERED AT LEAST 20 CIRCLING VULTURES. 2 FIRST STAGE COMPRESSOR BLADES BENT AND REMAINS SCATTERED THRUOUT THE ENG INTAKE AND NACELLE. ENG CONTD TO OPERATE AT IDLE SPEED. PRECAUTIONARY LDG.,Large,Some Cloud,Turkey vulture,Y,"1,431,761",100,0,Yes
206418,Airplane,RONALD REAGAN WASHINGTON NATL,> 1000 ft,A-320,2 to 10,3,None,1/10/2001 0:00,No damage,2,AMERICA WEST AIRLINES,DC,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird - medium,N,0,"1,400",0,No
201929,Airplane,JOSLIN FIELD - MAGIC VALLEY REGIONAL,< 1000 ft,EMB-120,2 to 10,3,None,1/13/2001 0:00,No damage,2,SKYWEST AIRLINES,Idaho,Landing Roll,None,FALSE,FALSE,STARLINGS?,Small,Overcast,Unknown bird - small,N,0,0,0,No
207669,Airplane,GREATER PITTSBURGH,< 1000 ft,DORNIER 328,2 to 10,10,None,1/14/2001 0:00,No damage,2,PSA AIRLINES,Pennsylvania,Approach,Rain,FALSE,FALSE,,Medium,Some Cloud,Unknown bird - medium,N,0,200,0,No
209401,Airplane,TROY MUNICIPAL ARPT,< 1000 ft,LEARJET-60,2 to 10,3,Other,1/14/2001 0:00,Caused damage,2,BUSINESS,Alabama,Landing Roll,None,FALSE,FALSE,"HIT 2 DEER AND RAN OFF RWY. THRUST REVERSERS WERE NOT WORKING. PLANE WENT INTO A DITCH, BURST INTO FLAMES AND WAS DESTROYED. PILOT AND PAX WERE CRITICALLY INJURED: 2 BREAKS OF THE PELVIC BONE, 4 FRACTURED VERTEBRAE, CRUSHED RIGHT HIP, RT LEG PULLED FROM S",Large,No Cloud,White-tailed deer,N,"12,397,751",0,2,No
205491,Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,2 to 10,10,None,1/15/2001 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Approach,None,FALSE,FALSE,FLT 145. ON SHORT FINAL A FLOCK OF 10-15 BIRD FLEW FROM BELOW OUR A/C INTO FLT PATH. COULD HEAR STRIKES TO FUSELAGE ABOVE WINDSHLD. ONLY 2 BIRDS FOUND ON RWY.,Small,Some Cloud,Black-headed munia,Y,0,50,0,No
203661,Airplane,SACRAMENTO INTL,< 1000 ft,B-737-700,2 to 10,5,None,1/15/2001 0:00,No damage,2,SOUTHWEST AIRLINES,California,Landing Roll,None,FALSE,FALSE,ATIS WARNING. NO DMG. OUT OF SVC 45 MINS. FLT 1824.,Small,No Cloud,Rock pigeon,Y,0,0,0,Yes
207968,Airplane,METRO OAKLAND INTL,< 1000 ft,B-767,2 to 10,2,None,1/16/2001 0:00,No damage,2,UPS AIRLINES,California,Approach,None,FALSE,FALSE,FLT 2948,Medium,No Cloud,Unknown bird - medium,Y,0,200,0,Yes
207182,Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,2 to 10,5,None,1/16/2001 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Take-off run,None,FALSE,FALSE,FLT 524. FLT CONTD TO PHNL. NO DMG,Small,Some Cloud,Pacific golden-plover,Y,0,0,0,No
5026,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,AT-38B,2 to 10,2,Precautionary Landing,1/16/2001 0:00,No damage,,MILITARY,Texas,Climb,Rain,FALSE,FALSE,DEFINITE IMPACTS HEARD AND FELT AROUND NOSE AND AFT CANOPY/FUSELAGE SECTIONS- NO VISIBLE DAMAGE,Medium,Some Cloud,Unknown bird or bat,Y,651,800,0,No
210048,Airplane,SACRAMENTO INTL,> 1000 ft,B-737-300,2 to 10,9,None,1/17/2001 0:00,No damage,2,SOUTHWEST AIRLINES,California,Climb,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird - medium,Y,0,"2,000",0,Yes
207068,Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,B-737-300,2 to 10,6,None,1/19/2001 0:00,No damage,2,US AIRWAYS*,DC,Approach,Rain,FALSE,FALSE,FLT 887 REPTD A BIRD STRIKE TO TWR.  ARPT OPS FOUND A RBGU CARCASS. BIRD ID BY WS BIOL,Medium,Overcast,Ring-billed gull,Y,0,100,0,Yes
200510,Airplane,JACKSON EVERS INTL,< 1000 ft,BA-146,2 to 10,6,None,1/23/2001 0:00,No damage,4,MESABA AIRLINES,Mississippi,Approach,None,FALSE,FALSE,"FLT 3529. BIRDS INGESTED IN #2 AND #3 ENGS. BORESCOPED. NO DMG. CLEANED REMAINS. REPTD AS DOVE, ASSUME MOURNING.",Small,Some Cloud,Mourning dove,Y,0,100,0,No
212461,Airplane,PHILADELPHIA INTL,< 1000 ft,B-737-300,2 to 10,4,None,1/24/2001 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Approach,None,FALSE,FALSE,ATIS WARNING. FLT 2241,Small,No Cloud,Unknown bird - small,Y,0,50,0,Yes
4469,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,10,None,1/28/2001 0:00,No damage,,MILITARY,South Carolina,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,400,0,No
212906,Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,2 to 10,8,None,1/29/2001 0:00,No damage,2,SKYWEST AIRLINES,Utah,Landing Roll,None,TRUE,FALSE,ATIS WARNING. HIT NUMEROUS BIRDS. RWY INSPN FOUND PARTIAL REMAINS OF 8 BIRDS. NO VIZ DMG REPTD. ROUTINE MX WAS PERFORMED ON A/C.,Small,Some Cloud,Horned lark,Y,0,0,0,No
207835,Airplane,NEW ORLEANS INTL,< 1000 ft,MD-82,2 to 10,7,None,2/2/2001 0:00,No damage,2,AMERICAN AIRLINES,Louisiana,Approach,None,FALSE,FALSE,,Small,Overcast,Unknown bird - small,N,0,200,0,No
203883,Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,DC-9-30,2 to 10,3,None,2/2/2001 0:00,Caused damage,2,TRANS WORLD AIRLINES,Missouri,Approach,None,FALSE,FALSE,KNOCKED OUT NOSE GEAR LIGHT. HIT SEVERAL BIRDS. FLT 696,Medium,No Cloud,Unknown bird - medium,Y,0,10,0,No
200567,Airplane,MINISTRO PISTARINI,< 1000 ft,B-777-200,2 to 10,4,None,2/6/2001 0:00,No damage,2,AMERICAN AIRLINES,N/A,Approach,None,FALSE,FALSE,NO DMG.,Medium,No Cloud,Unknown bird - medium,N,0,100,0,No
5245,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,8,None,2/7/2001 0:00,No damage,,MILITARY,South Carolina,Take-off run,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,0,0,0,No
203066,Airplane,METRO OAKLAND INTL,< 1000 ft,B-737,2 to 10,4,None,2/8/2001 0:00,No damage,2,ALASKA AIRLINES,California,Approach,None,FALSE,FALSE,"FLT 340. CAPT SAID NO VIZ DMG, BUT OUTBND FLT WAS CANCELLED DUE TO MAINT ISSUES.",Medium,No Cloud,Unknown bird - medium,Y,0,100,0,Yes
207360,Airplane,BRACKETT FIELD ARPT,< 1000 ft,PA-28,2 to 10,8,None,2/9/2001 0:00,Caused damage,1,BUSINESS,California,Climb,None,FALSE,FALSE,DENTED WING TIP,Large,Some Cloud,Unknown bird - large,Y,0,"1,000",0,No
206621,Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,2 to 10,9,None,2/10/2001 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Take-off run,None,FALSE,FALSE,"ATIS WARNING. BIRD REPTD AS OMAO, BUT THEY SHOULD NOT BE ON THIS ISLAND.",Small,Overcast,Unknown bird - small,Y,0,0,0,No
204178,Airplane,SALT LAKE CITY INTL,< 1000 ft,RKWL SABRLNR,2 to 10,9,None,2/12/2001 0:00,No damage,2,BUSINESS,Utah,Landing Roll,Snow,FALSE,FALSE,WE WERE 1ST A/C ON RWY.,Small,Overcast,Unknown bird - small,Y,0,0,0,No
209773,Airplane,PEASE INTL TRADEPORT,< 1000 ft,CL-601/604,2 to 10,7,None,2/14/2001 0:00,No damage,2,BUSINESS,New Hampshire,Landing Roll,None,FALSE,FALSE,PILOT REPTD STRIKING BIRDS. FOUND 2 BIRDS ON NOSE. NO DMG. OPS FOUND 1 BIRD ON RWY,Small,Some Cloud,Snow bunting,Y,0,0,0,No
202780,Airplane,HOUSTON-HOBBY,< 1000 ft,MD-82,2 to 10,6,None,2/20/2001 0:00,No damage,2,AMERICAN AIRLINES,Texas,Approach,Fog,FALSE,FALSE,1.5 MILE FINAL,Small,Some Cloud,Unknown bird - small,N,0,400,0,No
206163,Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,2 to 10,3,None,2/27/2001 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Landing Roll,None,FALSE,FALSE,ATIS WARNING. NO DMG.,Small,Some Cloud,Black-headed munia,Y,0,0,0,No
206943,Airplane,DENVER INTL AIRPORT,< 1000 ft,B-737-300,2 to 10,10,None,2/27/2001 0:00,Caused damage,2,FRONTIER AIRLINES,Colorado,Approach,Fog,FALSE,FALSE,"FORM WAS TORN, COULD NOT READ PHASE OR EFFECT.",Large,Some Cloud,Canada goose,N,0,300,0,Yes
210557,Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-737-800,2 to 10,9,None,3/3/2001 0:00,No damage,2,CONTINENTAL AIRLINES,Texas,Landing Roll,Rain,FALSE,FALSE,PILOT DIDN'T THINK THERE WAS ANY DMG. FLT 1857,Small,Overcast,Unknown bird - small,Y,0,0,0,Yes
6955,Airplane,SHEPPARD AIR FORCE BASE,> 1000 ft,T-38A,2 to 10,3,Precautionary Landing,3/5/2001 0:00,No damage,,MILITARY,Texas,Approach,None,FALSE,FALSE,,Medium,No Cloud,Unknown bird or bat,Y,1,"1,800",0,No
210390,Airplane,ORLANDO INTL,< 1000 ft,B-767-400,2 to 10,2,None,3/6/2001 0:00,No damage,2,DELTA AIR LINES,Florida,Approach,None,FALSE,FALSE,,Small,No Cloud,Unknown bird - small,Y,0,200,0,Yes
209544,Airplane,METRO OAKLAND INTL,> 1000 ft,B-737-400,2 to 10,5,Precautionary Landing,3/6/2001 0:00,Caused damage,2,ALASKA AIRLINES,California,Climb,Rain,FALSE,FALSE,"RETD TO ARPT AFTER REPORTING A BIRDSTRIKE SHORTLY AFTER DEPTR. NO DMG REPTD. FLT 354. (DATA ENTRY NOTE: 5200-7 FROM OPS SUPV SHOWS #2 ENG DAMAGE).  OCCURRED ""MID BAY"" MINOR DMG TO #2 ENGINE ROTORS/STATORS ALIGNMENT. NEGLIGABLE COST.",Medium,Some Cloud,Unknown bird - medium,Y,0,"8,000",0,Yes
209264,Airplane,MEMPHIS INTL,< 1000 ft,AVRO RJ 85,2 to 10,9,None,3/7/2001 0:00,Caused damage,4,MESABA AIRLINES,Tennessee,Climb,None,FALSE,FALSE,3 LARGE DENTS IN LE OF L WING.,Medium,No Cloud,Unknown bird - medium,Y,0,"1,000",0,No
205481,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,A-319,2 to 10,2,Precautionary Landing,3/9/2001 0:00,Caused damage,2,US AIRWAYS*,North Carolina,Take-off run,None,FALSE,FALSE,HIT BIRD ON ROTATION.FLT 110. (DATA ENTRY NOTE: 1 REPT SHOWS 1 GULL SEEN/STRUCK THE OTHER SHOWS 2-10 SEEN/STRUCK) DAMAGED 6 FAN BLADES.,Medium,Some Cloud,Ring-billed gull,N,0,0,0,No
201737,Airplane,ALBANY INTL,< 1000 ft,B-737-700,2 to 10,2,None,3/10/2001 0:00,No damage,2,SOUTHWEST AIRLINES,New York,Take-off run,None,FALSE,FALSE,"# BIRDS REPTD AS FLOCK, ASSUME 2-10. NO DMG OR REVENUE LOSS. CARCASSES FOUND WERE SNOW BUNTINGS, CAPT REPTD THEM AS STARLINGS.",Small,No Cloud,Snow bunting,N,0,0,0,Yes
